ind,weighted,fx,fn,sx,sn,day_count,RSI,vgo,success,profit
105,35,7,11,5,12,10,81.25,41.896860451235526,1,76.09999999999894
110,18,4,4,5,5,6,71.42857142857143,40.20839702435545,1,3.5272727272728233
115,10,2,3,1,4,7,73.33333333333333,50.6630568042501,1,25.399999999999867
116,7,2,2,1,2,4,62.50000000000001,48.07110747854516,1,39.9000000000016
117,5,2,2,1,0,2,57.14285714285714,46.49213322435635,1,42.35555555555548
118,4,2,2,0,0,2,57.14285714285714,44.7573559460564,1,50.9777777777809
119,4,2,2,0,0,3,61.53846153846154,41.62903555373927,1,47.29999999999901
145,6,1,2,1,2,6,62.50000000000001,44.41616028904582,1,55.46666666666589
146,10,1,2,4,3,3,55.55555555555556,37.48554170415114,1,93.83333333333299
152,7,2,3,0,2,1,52.17391304347826,44.314998072227226,1,65.1999999999986
175,11,4,1,4,2,2,57.14285714285714,41.521544987720475,1,2.2999999999995246
176,13,4,4,3,2,2,57.14285714285714,39.18955123911587,1,78.46666666666557
177,13,4,5,2,2,2,57.14285714285714,37.73163652601027,1,48.37272727272746
189,7,2,2,0,3,3,61.53846153846154,45.8862058080808,1,16.971428571428415
191,13,4,3,3,3,5,66.66666666666666,40.145552122296316,1,7.846153846153836
192,13,3,3,4,3,7,76.92307692307693,41.08472922426411,1,12.953846153846982
193,12,3,3,3,3,6,75.0,42.0336640104082,1,18.26666666666643
194,9,3,3,0,3,6,75.0,44.08603024882095,1,16.199999999999548
